CNAE,TOTAL
"9529105","1483"
"9529106","182"
"9529199","674"
"9601701","605"
"9601702","5"
"9601703","69"
"9602501","48160"
"9602502","15204"
"9603303","18"
"9603304","77"
"9603399","1"
"9609202","53"
"9609206","1480"
"9609207","280"
"9609208","2402"
"9609299","1244"
"9700500","14029"
