CNAE,TOTAL
"9602501","37511"
"9602502","8269"
"9603303","12"
"9603304","138"
"9603399","1"
"9609202","66"
"9609206","731"
"9609207","111"
"9609208","738"
"9609299","1203"
"9700500","5282"
