CNAE,TOTAL
"8712300","6484"
"9001901","409"
"9001902","2731"
"9001906","1445"
"9001999","2"
"9002702","80"
"9102302","43"
"9313100","1009"
"9329803","114"
"9329804","46"
"9329899","644"
"9511800","6015"
"9512600","1799"
"9521500","1795"
"9529101","499"
"9529102","843"
"9529103","109"
"9529104","384"
"9529105","1865"
"9529106","201"
"9529199","586"
"9601701","570"
"9601702","8"
"9601703","61"
"9602501","47485"
"9602502","15250"
"9603303","15"
"9603304","106"
"9603399","2"
"9609202","36"
"9609206","1627"
"9609207","395"
"9609208","3194"
"9609299","1544"
"9700500","13821"
