CNAE,TOTAL
"9601703","55"
"9602501","27265"
"9602502","6704"
"9603303","7"
"9603304","38"
"9603399","2"
"9609202","38"
"9609206","583"
"9609207","110"
"9609208","809"
"9609299","748"
"9700500","4436"
