CNAE,TOTAL
"9313100","1984"
"9329803","22"
"9329804","69"
"9329899","1902"
"9511800","12449"
"9512600","4338"
"9521500","2814"
"9529101","347"
"9529102","2242"
"9529103","362"
"9529104","678"
"9529105","1993"
"9529106","637"
"9529199","843"
"9601701","1044"
"9601702","23"
"9601703","166"
"9602501","103029"
"9602502","27379"
"9603303","18"
"9603304","206"
"9603399","9"
"9609202","286"
"9609206","2594"
"9609207","534"
"9609208","4456"
"9609299","2272"
"9700500","18098"
