CNAE,TOTAL
"7732201","1234"
"7732202","273"
"7733100","235"
"7739002","205"
"7739003","785"
"7739099","1193"
"7911200","9127"
"7912100","1340"
"7990200","920"
"8011101","559"
"8011102","514"
"8020001","1"
"8020002","1061"
"8111700","2"
"8121400","1"
"8122200","839"
"8129000","3822"
"8130300","18373"
"8211300","6556"
"8219901","1577"
"8219999","65921"
"8220200","2"
"8230001","46629"
"8230002","3552"
"8291100","7380"
"8292000","717"
"8299703","108"
"8299707","1504"
"8299799","3106"
"8511200","1"
"8532500","1"
"8592901","2"
"8592902","1569"
"8592903","5075"
"8592999","16629"
"8593700","5729"
"8599603","7666"
"8599604","32659"
"8599605","4630"
"8599699","47786"
"8690904","1"
"8712300","27450"
"9001901","3746"
"9001902","12579"
"9001906","6506"
"9002701","2"
"9002702","444"
"9102302","298"
"9311500","1"
"9313100","4430"
"9329803","108"
"9329804","133"
"9329899","3437"
"9511800","34852"
"9512600","10942"
"9521500","6755"
"9529101","1266"
"9529102","4503"
"9529103","446"
"9529104","1418"
"9529105","4005"
"9529106","992"
"9529199","2990"
"9601701","3301"
"9601702","65"
"9601703","397"
"9602501","226569"
"9602502","63566"
"9603303","26"
"9603304","299"
"9603399","7"
"9609202","387"
"9609206","6899"
"9609207","1571"
"9609208","13115"
"9609299","6023"
"9700500","47820"
