CNAE,TOTAL
"4930202","48727"
"4930204","19794"
"5011401","474"
"5021101","565"
"5091201","660"
"5091202","520"
"5099801","1938"
"5099899","1729"
"5211702","899"
"5212500","16073"
"5222200","1"
"5223100","11457"
"5229002","7969"
"5229099","73764"
"5310502","542"
"5320201","16302"
"5320202","142307"
"5510801","29"
"5590601","1172"
"5590602","837"
"5590603","5165"
"5590699","15354"
"5611201","170531"
"5611203","280605"
"5611204","166419"
"5611205","20968"
"5612100","194962"
"5620101","20885"
"5620102","34777"
"5620103","8468"
"5620104","281291"
"5811500","12791"
"5812300","354"
"5812301","12341"
"5812302","8963"
"5813100","12439"
"5819100","46196"
"5822101","1"
"5829800","1"
"5911102","1"
"5911199","1"
"5912001","1114"
"5912002","2"
"5912099","32998"
"5913800","1"
"5920100","3"
"6010100","1"
"6021700","1"
"6110803","2"
"6190601","1"
"6190699","19451"
"6201501","5"
"6209100","3"
"6311900","1"
"6319400","6"
"6391700","1"
"6399200","4216"
"6619302","3"
"6621501","1"
"6622300","1"
"6821801","2"
"6822600","2"
"6911702","1"
"6920601","9218"
"7020400","1"
"7119701","1"
"7119703","1"
"7119704","1"
"7311400","1"
"7312200","2"
"7319002","354392"
"7319003","39354"
"7319099","13414"
"7410202","18"
"7420001","66618"
"7420002","1957"
"7420003","409"
"7420004","11153"
"7490101","1"
"7490102","546"
"7490199","3"
"7500100","2"
"7711000","5"
"7719599","618"
"7721700","11822"
"7722500","1657"
"7723300","4711"
"7729201","1620"
"7729202","15434"
"7729203","374"
"7729299","207"
"7731400","2708"
"7732201","5534"
"7732202","1244"
"7733100","1216"
"7739002","871"
"7739003","3454"
"7739099","4902"
"7820500","1"
"7911200","35299"
"7912100","8111"
"7990200","4686"
"8011101","1796"
"8011102","1402"
"8020001","3"
"8020002","3435"
"8111700","3"
"8121400","7"
"8122200","3966"
"8129000","12165"
"8130300","55945"
"8211300","16021"
"8219901","8669"
"8219999","142283"
"8220200","5"
"8230001","139060"
"8230002","17103"
"8291100","21593"
"8292000","2537"
"8299703","395"
"8299707","9949"
"8299799","9756"
"8511200","2"
"8512100","3"
"8513900","8"
"8532500","1"
"8591100","6"
"8592901","5"
"8592902","3761"
"8592903","15240"
"8592999","44159"
"8593700","13650"
"8599601","1"
"8599603","23032"
"8599604","100256"
"8599605","14837"
"8599699","141842"
"8630504","1"
"8690901","1"
